model_name,params,LPIPS,SSIM,PSNR,Loss,FPS 720p,VRAM (MB) 720p,FPS 480p,VRAM (MB) 480p
SR_FastEDSR_2_4,3923,0.3135,0.7416,25.3980,0.0345,,,,
SR_FastEDSR_2_64,199703,0.2354,0.7603,25.7805,0.0326,,,,
SR_FastEDSR_2_8,8911,0.3090,0.7438,25.4260,0.0344,,,,
SR_FastEDSR_4_128,1284567,0.2233,0.7662,25.8409,0.0320,,,,
SR_FastEDSR_4_16,31623,0.2647,0.7555,25.7046,0.0331,,,,
SR_FastEDSR_4_32,100023,0.2388,0.7598,25.7818,0.0327,,,,
SR_FastEDSR_4_64,347415,0.2250,0.7634,25.8187,0.0323,,,,
SR_FastEDSR_4_8,11247,0.3001,0.7483,25.5407,0.0339,,,,
SR_FastEDSR_jpeg_2_16_s,22343,0.3219,0.7126,25.1594,0.0360,,,,
SR_FastEDSR_jpeg_2_64,199703,0.3095,0.7097,25.0662,0.0365,,,,
SR_FastEDSR_jpeg_2_8_s,8911,0.3307,0.7164,25.1873,0.0357,,,,
SR_FastEDSR_jpeg_4_128,1284567,0.2824,0.7320,25.2537,0.0352,,,,
SR_FastEDSR_jpeg_4_128_s,1284567,0.2744,0.7343,24.9806,0.0358,,,,
SR_FastEDSR_jpeg_4_256,4928343,0.2816,0.7326,25.1764,0.0355,,,,
SR_FastEDSR_jpeg_4_256_GAN,4928343,0.1938,0.6461,22.6772,0.0517,,,,
SR_FastEDSR_jpeg_4_32,100023,0.3148,0.7058,25.0301,0.0366,,,,
SR_FastEDSR_jpeg_4_32_s,100023,0.3021,0.7122,24.9087,0.0368,,,,
SR_FastEDSR_jpeg_4_32_s_384,100023,0.2948,0.7171,24.9396,0.0366,,,,
SR_FastEDSR_jpeg_4_32_sharp5_1_03,100023,0.3032,0.7109,25.0106,0.0367,,,,
SR_FastEDSR_jpeg_4_32_sharp5_1_1,100023,0.2944,0.7145,24.6990,0.0375,,,,
SR_FastEDSR_jpeg_4_48,205287,0.3009,0.7163,25.0732,0.0362,,,,
SR_FastEDSR_jpeg_4_64,347415,0.2909,0.7237,25.1651,0.0357,,,,
SR_FastEDSR_jpeg_4_64_ESRGAN,347415,0.2290,0.6709,23.8736,0.0465,,,,
SR_FastEDSR_jpeg_4_64_fft,347415,0.2773,0.7164,24.9037,0.0366,,,,
SR_FastEDSR_jpeg_4_64_fft_log,347415,0.2852,0.7239,25.1128,0.0358,,,,
SR_FastEDSR_jpeg_4_64_GAN,347415,0.2487,0.5946,21.6273,0.0614,,,,
SR_FastEDSR_jpeg_4_64_perc,347415,0.2631,0.7214,25.1507,0.0358,,,,
SR_FastEDSR_jpeg_4_64_s,347415,0.2770,0.7280,24.9552,0.0361,,,,
SR_FastEDSR_jpeg_6_32,137015,0.3040,0.7146,25.0789,0.0362,,,,
SR_IMDN_2_48,181605,0.2787,0.7523,25.6478,0.0334,,,,
SR_IMDN_2_96,647091,0.2261,0.7626,25.8187,0.0324,,,,
SR_RFDN_1_128,888599,0.2237,0.7635,25.8229,0.0323,,,,
SR_RFDN_2_48,239511,0.2576,0.7559,25.7168,0.0331,,,,
SR_RFDN_2_96,878103,0.2255,0.7639,25.8441,0.0323,,,,
SR_RFDN_2_96_GAN,878103,0.1214,0.6331,23.4307,0.0494,,,,
SR_RFDN_4_128,2799575,0.2310,0.7686,25.9800,0.0317,,,,
SR_RFDN_4_16,55687,0.3016,0.7307,25.2107,0.0355,,,,
SR_RFDN_4_256,10981207,0.2225,0.7715,26.0041,0.0314,,,,
SR_RFDN_4_256_ESRGAN,10981207,0.1113,0.7492,25.5909,0.0340,,,,
SR_RFDN_4_256_GAN,10981207,0.1125,0.7295,24.7643,0.0409,,,,
SR_RFDN_4_48,419175,0.2394,0.7588,25.7628,0.0329,,,,
SR_RFDN_jpeg_2_128,1525591,0.2595,0.7412,25.1304,0.0352,,,,
SR_RFDN_jpeg_2_128_GAN,1525591,0.1836,0.6513,18.5176,0.1005,,,,
SR_RFDN_jpeg_2_256,5889623,0.2565,0.7433,25.0507,0.0355,,,,
SR_RFDN_jpeg_2_256_GAN,5889623,0.1690,0.6901,22.7479,0.0550,,,,
SR_RFDN_jpeg_4_128,2799575,0.3005,0.7120,24.9072,0.0371,,,,
nearest,0,0.3553,0.6817,23.8333,0.0391,,,,
bilinear,0,0.3304,0.7022,24.6931,0.0374,,,,
bicubic,0,0.3495,0.7221,25.0800,0.0356,,,,
lanczos,0,0.3506,0.7303,25.2504,0.0350,,,,
SR_FastEDSR_4_256,4928343,0.2274,0.7669,25.8633,0.0319,,,,
SR_FastEDSR_6_256,7288663,0.2211,0.7682,25.8697,0.0318,,,,
