model_name,params,LPIPS,SSIM,PSNR,Loss,FPS 720p,VRAM (MB) 720p,FPS 480p,VRAM (MB) 480p
SR_RFDN_3x_1_128,819419,0.2078,0.8579,30.0822,0.0205,,,,
SR_RFDN_3x_2_128,1456411,0.2005,0.8605,30.2353,0.0201,,,,
SR_RFDN_3x_2_48,213531,0.2372,0.8436,29.4464,0.0222,,,,
SR_RFDN_3x_4_48,393195,0.2137,0.8467,29.5601,0.0218,,,,
SR_RFDN_3x_6_48,572859,0.2492,0.8481,29.5906,0.0216,,,,
SR_RFDN_3x_6_52,670905,0.2354,0.8483,29.6227,0.0217,,,,
SR_EDSR_2_52,832055,0.2422,0.8515,29.7568,0.0212,,,,
SR_EDSR_4_52,929607,0.2259,0.8565,30.0089,0.0207,,,,
SR_FastEDSR_2_128,694231,0.2207,0.8583,30.1068,0.0204,,,,
SR_FastEDSR_2_16,22343,0.2866,0.8407,29.1946,0.0224,,,,
SR_FastEDSR_2_32,63031,0.2563,0.8485,29.5951,0.0216,,,,
SR_FastEDSR_2_4,3923,0.2968,0.8339,28.8800,0.0232,,,,
SR_FastEDSR_2_64,199703,0.2301,0.8544,29.8989,0.0209,,,,
SR_FastEDSR_2_8,8911,0.2929,0.8356,28.9466,0.0230,,,,
SR_FastEDSR_4_128,1284567,0.2113,0.8638,30.3989,0.0197,,,,
SR_FastEDSR_4_16,31623,0.2571,0.8478,29.5656,0.0217,,,,
SR_FastEDSR_4_256,4928343,0.2166,0.8643,30.4294,0.0196,,,,
SR_FastEDSR_4_32,100023,0.2324,0.8536,29.8662,0.0210,,,,
SR_FastEDSR_4_64,347415,0.2157,0.8595,30.1628,0.0203,,,,
SR_FastEDSR_4_8,11247,0.2848,0.8399,29.1605,0.0225,,,,
SR_FastEDSR_6_256,7288663,0.2094,0.8671,30.5528,0.0193,,,,
SR_FastEDSR_jpeg_2_16_s,22343,0.3102,0.8052,28.5049,0.0247,,,,
SR_FastEDSR_jpeg_2_64,199703,0.3045,0.8020,28.3795,0.0251,,,,
SR_FastEDSR_jpeg_2_8_s,8911,0.3152,0.8088,28.4856,0.0245,,,,
SR_FastEDSR_jpeg_4_128,1284567,0.2735,0.8262,28.9522,0.0233,,,,
SR_FastEDSR_jpeg_4_128_s,1284567,0.2637,0.8306,28.8448,0.0234,,,,
SR_FastEDSR_jpeg_4_256,4928343,0.2696,0.8288,28.9140,0.0233,,,,
SR_FastEDSR_jpeg_4_256_GAN,4928343,0.1847,0.7417,25.0626,0.0399,,,,
SR_FastEDSR_jpeg_4_32,100023,0.3096,0.7983,28.3443,0.0252,,,,
SR_FastEDSR_jpeg_4_32_s,100023,0.2962,0.8059,28.3723,0.0250,,,,
SR_FastEDSR_jpeg_4_32_s_384,100023,0.2895,0.8109,28.4379,0.0248,,,,
SR_FastEDSR_jpeg_4_32_sharp5_1_03,100023,0.2982,0.8034,28.3757,0.0252,,,,
SR_FastEDSR_jpeg_4_32_sharp5_1_1,100023,0.2889,0.8090,28.1849,0.0255,,,,
SR_FastEDSR_jpeg_4_48,205287,0.2952,0.8089,28.5064,0.0247,,,,
SR_FastEDSR_jpeg_4_64,347415,0.2841,0.8170,28.6936,0.0241,,,,
SR_FastEDSR_jpeg_4_64_ESRGAN,347415,0.2240,0.7504,26.2320,0.0369,,,,
SR_FastEDSR_jpeg_4_64_fft,347415,0.2745,0.8109,28.4270,0.0247,,,,
SR_FastEDSR_jpeg_4_64_fft_log,347415,0.2797,0.8169,28.6688,0.0241,,,,
SR_FastEDSR_jpeg_4_64_GAN,347415,0.2482,0.6988,23.7844,0.0482,,,,
SR_FastEDSR_jpeg_4_64_perc,347415,0.2602,0.8156,28.6832,0.0241,,,,
SR_FastEDSR_jpeg_4_64_s,347415,0.2700,0.8226,28.6329,0.0241,,,,
SR_FastEDSR_jpeg_6_32,137015,0.2982,0.8066,28.4737,0.0248,,,,
SR_IMDN_2_48,181605,0.2679,0.8451,29.4405,0.0220,,,,
SR_IMDN_2_96,647091,0.2197,0.8585,30.0987,0.0204,,,,
SR_RFDN_1_128,888599,0.2164,0.8604,30.2104,0.0202,,,,
SR_RFDN_2_48,239511,0.2505,0.8499,29.6823,0.0214,,,,
SR_RFDN_2_96,878103,0.2167,0.8612,30.2366,0.0201,,,,
SR_RFDN_2_96_GAN,878103,0.1074,0.7082,25.7281,0.0390,,,,
SR_RFDN_4_128,2799575,0.2221,0.8655,30.4802,0.0196,,,,
SR_RFDN_4_16,55687,0.2833,0.8272,28.6621,0.0238,,,,
SR_RFDN_4_256,10981207,0.2117,0.8706,30.7656,0.0190,,,,
SR_RFDN_4_256_ESRGAN,10981207,0.0971,0.8485,29.8768,0.0218,,,,
SR_RFDN_4_256_GAN,10981207,0.1001,0.8295,27.9669,0.0297,,,,
SR_RFDN_4_48,419175,0.2317,0.8540,29.8802,0.0210,,,,
SR_RFDN_jpeg_2_128,1525591,0.2475,0.8394,29.1407,0.0226,,,,
SR_RFDN_jpeg_2_128_GAN,1525591,0.1729,0.7485,19.5028,0.0909,,,,
SR_RFDN_jpeg_2_256,5889623,0.2435,0.8426,29.1009,0.0226,,,,
SR_RFDN_jpeg_2_256_GAN,5889623,0.1490,0.7925,25.0902,0.0431,,,,
SR_RFDN_jpeg_4_128,2799575,0.2916,0.8086,28.3735,0.0251,,,,
nearest,0,0.3478,0.7787,26.6722,0.0278,,,,
bilinear,0,0.3111,0.7961,27.6700,0.0259,,,,
bicubic,0,0.3287,0.8136,28.2557,0.0244,,,,
lanczos,0,0.3303,0.8210,28.5384,0.0238,,,,
