model_name,params,LPIPS,SSIM,PSNR,Loss,FPS 720p,VRAM (MB) 720p,FPS 480p,VRAM (MB) 480p
SR_IMDN_2x_4_256,7528268,0.0571,0.9424,35.4997,0.0109,,,,
SR_IMDN_2x_4_52,317120,0.0616,0.9376,34.7160,0.0119,,,,
SR_IMDN_2x_5_16,38629,0.0829,0.9203,32.8095,0.0152,,,,
SR_IMDN_2x_6_64,694404,0.0587,0.9398,35.0694,0.0114,,,,
SR_RFDN_2x_1_128,802124,0.0603,0.9405,35.1458,0.0113,,,,
SR_RFDN_2x_1_256,3170956,0.0606,0.9416,35.3815,0.0110,,,,
SR_RFDN_2x_1_4,1363,0.0675,0.8938,30.9235,0.0186,,,,
SR_RFDN_2x_1_48,117204,0.0623,0.9355,34.4111,0.0124,,,,
SR_RFDN_2x_1_64,205228,0.0614,0.9379,34.7587,0.0118,,,,
SR_RFDN_2x_1_96,454716,0.0624,0.9397,35.0486,0.0114,,,,
SR_RFDN_2x_2_128,1439116,0.0592,0.9413,35.3380,0.0111,,,,
SR_RFDN_2x_2_16,24668,0.0847,0.9191,32.7383,0.0153,,,,
SR_RFDN_2x_2_256,5716748,0.0581,0.9423,35.4938,0.0109,,,,
SR_RFDN_2x_2_256_GAN,5716748,0.0191,0.9196,33.8156,0.0140,,,,
SR_RFDN_2x_2_48,207036,0.0620,0.9371,34.6583,0.0120,,,,
SR_RFDN_2x_2_52,242306,0.0615,0.9379,34.7453,0.0118,,,,
SR_RFDN_2x_2_64,364748,0.0630,0.9391,34.9511,0.0116,,,,
SR_RFDN_2x_2_96,813228,0.0595,0.9407,35.2163,0.0112,,,,
SR_RFDN_2x_4_128,2713100,0.0576,0.9419,35.4649,0.0109,,,,
SR_RFDN_2x_4_16,44812,0.0809,0.9184,32.6175,0.0155,,,,
SR_RFDN_2x_4_256,10808332,0.0578,0.9427,35.6036,0.0108,,,,
SR_RFDN_2x_4_48,386700,0.0600,0.9383,34.8675,0.0118,,,,
SR_RFDN_2x_4_52,453088,0.0597,0.9393,35.0246,0.0115,,,,
SR_RFDN_2x_4_96,1530252,0.0592,0.9415,35.3540,0.0111,,,,
SR_RFDN_2x_6_48,566364,0.0609,0.9379,34.8540,0.0118,,,,
SR_RFDN_2x_6_52,663870,0.0593,0.9389,34.9823,0.0116,,,,
SR_RFDN_2x_6_64,1002828,0.0606,0.9406,35.2147,0.0113,,,,
SR_SRCNN_2x,20099,0.0781,0.9270,33.4557,0.0140,,,,
SR_VDSR_2x_18_64,668227,0.0591,0.9399,35.1006,0.0113,,,,
SR_EDSR_2_52,832055,0.0605,0.9380,34.7343,0.0119,,,,
SR_EDSR_4_52,929607,0.0591,0.9397,35.0403,0.0115,,,,
SR_FastEDSR_2_128,694231,0.0576,0.9403,35.1026,0.0114,,,,
SR_FastEDSR_2_16,22343,0.0724,0.9304,33.6868,0.0136,,,,
SR_FastEDSR_2_32,63031,0.0604,0.9366,34.5309,0.0122,,,,
SR_FastEDSR_2_4,3923,0.0860,0.9238,32.9902,0.0149,,,,
SR_FastEDSR_2_64,199703,0.0586,0.9390,34.8837,0.0117,,,,
SR_FastEDSR_2_8,8911,0.0851,0.9252,33.1393,0.0147,,,,
SR_FastEDSR_4_128,1284567,0.0577,0.9415,35.3313,0.0111,,,,
SR_FastEDSR_4_16,31623,0.0611,0.9357,34.4273,0.0124,,,,
SR_FastEDSR_4_32,100023,0.0591,0.9386,34.8335,0.0118,,,,
SR_FastEDSR_4_64,347415,0.0577,0.9407,35.1693,0.0113,,,,
SR_FastEDSR_4_8,11247,0.0764,0.9292,33.5702,0.0138,,,,
SR_FastEDSR_jpeg_2_16_s,22343,0.1219,0.8910,31.6672,0.0178,,,,
SR_FastEDSR_jpeg_2_64,199703,0.1404,0.8782,31.2316,0.0186,,,,
SR_FastEDSR_jpeg_2_8_s,8911,0.1192,0.8982,31.9448,0.0169,,,,
SR_FastEDSR_jpeg_4_128,1284567,0.1139,0.8986,32.0166,0.0166,,,,
SR_FastEDSR_jpeg_4_128_s,1284567,0.1110,0.9019,31.4212,0.0177,,,,
SR_FastEDSR_jpeg_4_256,4928343,0.1099,0.9012,32.0237,0.0163,,,,
SR_FastEDSR_jpeg_4_256_GAN,4928343,0.0808,0.8503,28.4036,0.0266,,,,
SR_FastEDSR_jpeg_4_32,100023,0.1466,0.8739,31.1215,0.0189,,,,
SR_FastEDSR_jpeg_4_32_s,100023,0.1428,0.8812,30.8180,0.0194,,,,
SR_FastEDSR_jpeg_4_32_s_384,100023,0.1379,0.8840,30.8504,0.0193,,,,
SR_FastEDSR_jpeg_4_32_sharp5_1_03,100023,0.1409,0.8792,31.0781,0.0190,,,,
SR_FastEDSR_jpeg_4_32_sharp5_1_1,100023,0.1476,0.8773,29.8822,0.0215,,,,
SR_FastEDSR_jpeg_4_48,205287,0.1380,0.8822,31.3185,0.0183,,,,
SR_FastEDSR_jpeg_4_64,347415,0.1279,0.8878,31.5194,0.0178,,,,
SR_FastEDSR_jpeg_4_64_ESRGAN,347415,0.0931,0.8367,28.8365,0.0284,,,,
SR_FastEDSR_jpeg_4_64_fft,347415,0.1299,0.8860,31.3706,0.0181,,,,
SR_FastEDSR_jpeg_4_64_fft_log,347415,0.1283,0.8876,31.4066,0.0181,,,,
SR_FastEDSR_jpeg_4_64_GAN,347415,0.0933,0.8123,26.5234,0.0359,,,,
SR_FastEDSR_jpeg_4_64_perc,347415,0.1152,0.8927,31.6635,0.0175,,,,
SR_FastEDSR_jpeg_4_64_s,347415,0.1204,0.8940,31.0872,0.0186,,,,
SR_FastEDSR_jpeg_6_32,137015,0.1417,0.8805,31.2614,0.0184,,,,
SR_IMDN_2_48,181605,0.0613,0.9342,34.2363,0.0127,,,,
SR_IMDN_2_96,647091,0.0575,0.9404,35.2039,0.0113,,,,
SR_RFDN_1_128,888599,0.0589,0.9406,35.1945,0.0112,,,,
SR_RFDN_2_48,239511,0.0581,0.9370,34.6446,0.0121,,,,
SR_RFDN_2_96,878103,0.0580,0.9409,35.2280,0.0113,,,,
SR_RFDN_2_96_GAN,878103,0.0198,0.8713,31.9212,0.0185,,,,
SR_RFDN_4_128,2799575,0.0571,0.9420,35.4643,0.0109,,,,
SR_RFDN_4_16,55687,0.0819,0.9155,32.4832,0.0158,,,,
SR_RFDN_4_256,10981207,0.0555,0.9428,35.6170,0.0108,,,,
SR_RFDN_4_256_ESRGAN,10981207,0.0298,0.9274,34.3267,0.0134,,,,
SR_RFDN_4_256_GAN,10981207,0.0233,0.9199,33.8728,0.0141,,,,
SR_RFDN_4_48,419175,0.0585,0.9387,34.9240,0.0118,,,,
SR_RFDN_jpeg_2_128,1525591,0.1026,0.9071,31.7108,0.0169,,,,
SR_RFDN_jpeg_2_128_GAN,1525591,0.0696,0.8690,29.8091,0.0225,,,,
SR_RFDN_jpeg_2_256,5889623,0.0989,0.9079,31.6975,0.0168,,,,
SR_RFDN_jpeg_2_256_GAN,5889623,0.0619,0.8662,29.8146,0.0226,,,,
SR_RFDN_jpeg_4_128,2799575,0.1406,0.8805,30.7693,0.0196,,,,
nearest,0,0.1209,0.8786,29.0766,0.0210,,,,
bilinear,0,0.1690,0.8874,30.4248,0.0191,,,,
bicubic,0,0.1282,0.9091,31.7950,0.0166,,,,
lanczos,0,0.1359,0.9158,32.3941,0.0157,,,,
