model_name,params,LPIPS,SSIM,PSNR,Loss,FPS 720p,VRAM (MB) 720p,FPS 480p,VRAM (MB) 480p
SR_FastEDSR_jpeg_4_64_s,347415,0.2631,0.8348,29.0846,0.0236,,,,
SR_FastEDSR_jpeg_6_32,137015,0.2769,0.8293,29.2086,0.0235,,,,
SR_IMDN_2_48,181605,0.2757,0.8048,28.3608,0.0266,,,,
SR_IMDN_2_96,647091,0.2647,0.8044,28.3953,0.0265,,,,
SR_RFDN_1_128,888599,0.2647,0.8054,28.4112,0.0264,,,,
SR_RFDN_2_48,239511,0.2688,0.8043,28.3703,0.0266,,,,
SR_RFDN_2_96,878103,0.2644,0.8041,28.3815,0.0265,,,,
SR_RFDN_2_96_GAN,878103,0.2408,0.7339,26.9867,0.0320,,,,
SR_RFDN_4_128,2799575,0.2680,0.8047,28.3994,0.0265,,,,
SR_RFDN_4_16,55687,0.3002,0.8020,28.2024,0.0270,,,,
SR_RFDN_4_256,10981207,0.2684,0.8039,28.3760,0.0265,,,,
SR_RFDN_4_256_ESRGAN,10981207,0.2518,0.7907,27.9914,0.0278,,,,
SR_RFDN_4_256_GAN,10981207,0.2472,0.7840,27.8180,0.0284,,,,
SR_RFDN_4_48,419175,0.2648,0.8044,28.3758,0.0265,,,,
SR_RFDN_jpeg_2_128,1525591,0.2551,0.8419,29.4081,0.0228,,,,
SR_RFDN_jpeg_2_128_GAN,1525591,0.1719,0.7634,26.6129,0.0336,,,,
SR_RFDN_jpeg_2_256,5889623,0.2519,0.8443,29.5068,0.0225,,,,
SR_RFDN_jpeg_2_256_GAN,5889623,0.1515,0.7786,27.3056,0.0304,,,,
SR_RFDN_jpeg_4_128,2799575,0.2822,0.8277,28.8673,0.0245,,,,
nearest,0,0.3013,0.7797,27.1521,0.0291,,,,
bilinear,0,0.3550,0.7975,27.8721,0.0271,,,,
bicubic,0,0.3285,0.8051,28.2036,0.0265,,,,
lanczos,0,0.3408,0.8064,28.2969,0.0264,,,,
