model_name,params,LPIPS,SSIM,PSNR,Loss,FPS 720p,VRAM (MB) 720p,FPS 480p,VRAM (MB) 480p
SR_IMDN_4x_6_64,715176,0.3486,0.7073,25.2564,0.0357,,,,
SR_RFDN_4x_1_128,843632,0.2828,0.7088,25.3768,0.0353,,,,
SR_RFDN_4x_2_128,1480624,0.2808,0.7097,25.3876,0.0352,,,,
SR_RFDN_4x_2_48,222624,0.4036,0.6805,24.5536,0.0390,,,,
SR_RFDN_4x_4_48,402288,0.3725,0.6827,24.7129,0.0385,,,,
SR_RFDN_4x_4_48_GAN,402288,0.2965,0.5792,21.1819,0.0667,,,,
SR_RFDN_4x_6_48,581952,0.3906,0.6753,24.5643,0.0390,,,,
SR_RFDN_4x_6_52,680754,0.3387,0.6873,24.8941,0.0378,,,,
SR_EDSR_2_52,832055,0.3474,0.7047,25.1934,0.0360,,,,
SR_EDSR_4_52,929607,0.3299,0.7110,25.3818,0.0353,,,,
SR_FastEDSR_2_128,694231,0.3157,0.7141,25.4700,0.0349,,,,
SR_FastEDSR_2_16,22343,0.3987,0.6893,24.7621,0.0377,,,,
SR_FastEDSR_2_32,63031,0.3614,0.7010,25.0691,0.0364,,,,
SR_FastEDSR_2_4,3923,0.4181,0.6794,24.5209,0.0389,,,,
SR_FastEDSR_2_64,199703,0.3321,0.7093,25.3147,0.0355,,,,
SR_FastEDSR_2_8,8911,0.4080,0.6819,24.5707,0.0386,,,,
SR_FastEDSR_4_128,1284567,0.3051,0.7207,25.6427,0.0342,,,,
SR_FastEDSR_4_16,31623,0.3640,0.6998,25.0492,0.0366,,,,
SR_FastEDSR_4_32,100023,0.3379,0.7078,25.2658,0.0357,,,,
SR_FastEDSR_4_64,347415,0.3168,0.7153,25.4861,0.0348,,,,
SR_FastEDSR_4_8,11247,0.4004,0.6878,24.7181,0.0379,,,,
SR_FastEDSR_jpeg_2_16_s,22343,0.4181,0.6531,24.3439,0.0403,,,,
SR_FastEDSR_jpeg_2_64,199703,0.3892,0.6564,24.3759,0.0404,,,,
SR_FastEDSR_jpeg_2_8_s,8911,0.4299,0.6545,24.2955,0.0401,,,,
SR_FastEDSR_jpeg_4_128,1284567,0.3514,0.6811,24.7341,0.0385,,,,
SR_FastEDSR_jpeg_4_128_s,1284567,0.3404,0.6839,24.6681,0.0386,,,,
SR_FastEDSR_jpeg_4_256,4928343,0.3504,0.6828,24.6675,0.0389,,,,
SR_FastEDSR_jpeg_4_256_GAN,4928343,0.2770,0.5269,21.2628,0.0635,,,,
SR_FastEDSR_jpeg_4_32,100023,0.3993,0.6523,24.3156,0.0406,,,,
SR_FastEDSR_jpeg_4_32_s,100023,0.3834,0.6579,24.3431,0.0404,,,,
SR_FastEDSR_jpeg_4_32_s_384,100023,0.3774,0.6624,24.3988,0.0401,,,,
SR_FastEDSR_jpeg_4_32_sharp5_1_03,100023,0.3856,0.6573,24.3899,0.0403,,,,
SR_FastEDSR_jpeg_4_32_sharp5_1_1,100023,0.3747,0.6604,24.2985,0.0406,,,,
SR_FastEDSR_jpeg_4_48,205287,0.3788,0.6634,24.4473,0.0399,,,,
SR_FastEDSR_jpeg_4_64,347415,0.3659,0.6706,24.5585,0.0393,,,,
SR_FastEDSR_jpeg_4_64_ESRGAN,347415,0.3557,0.5937,22.7443,0.0537,,,,
SR_FastEDSR_jpeg_4_64_fft,347415,0.3442,0.6641,24.3974,0.0400,,,,
SR_FastEDSR_jpeg_4_64_fft_log,347415,0.3586,0.6712,24.5507,0.0393,,,,
SR_FastEDSR_jpeg_4_64_GAN,347415,0.3577,0.4516,19.9520,0.0769,,,,
SR_FastEDSR_jpeg_4_64_perc,347415,0.3500,0.6672,24.5357,0.0395,,,,
SR_FastEDSR_jpeg_4_64_s,347415,0.3494,0.6754,24.5634,0.0392,,,,
SR_FastEDSR_jpeg_6_32,137015,0.3855,0.6609,24.4242,0.0400,,,,
SR_IMDN_2_48,181605,0.3715,0.6938,24.9218,0.0371,,,,
SR_IMDN_2_96,647091,0.3250,0.7129,25.4302,0.0350,,,,
SR_RFDN_1_128,888599,0.3117,0.7159,25.5188,0.0347,,,,
SR_RFDN_2_48,239511,0.3531,0.7008,25.1181,0.0364,,,,
SR_RFDN_2_96,878103,0.3182,0.7157,25.5053,0.0348,,,,
SR_RFDN_2_96_GAN,878103,0.1866,0.5943,23.3543,0.0503,,,,
SR_RFDN_4_128,2799575,0.3173,0.7208,25.6361,0.0342,,,,
SR_RFDN_4_16,55687,0.3928,0.6676,24.3479,0.0399,,,,
SR_RFDN_4_256,10981207,0.3088,0.7278,25.8362,0.0334,,,,
SR_RFDN_4_256_ESRGAN,10981207,0.2213,0.6764,25.0415,0.0383,,,,
SR_RFDN_4_256_GAN,10981207,0.1982,0.6633,24.3564,0.0437,,,,
SR_RFDN_4_48,419175,0.3423,0.7056,25.2453,0.0359,,,,
SR_RFDN_jpeg_2_128,1525591,0.3273,0.6919,24.8757,0.0378,,,,
SR_RFDN_jpeg_2_128_GAN,1525591,0.2361,0.5941,22.2568,0.0582,,,,
SR_RFDN_jpeg_2_256,5889623,0.3229,0.6977,24.8729,0.0378,,,,
SR_RFDN_jpeg_2_256_GAN,5889623,0.2212,0.5928,22.1301,0.0594,,,,
SR_RFDN_jpeg_4_128,2799575,0.3875,0.6506,24.2710,0.0411,,,,
